"","Tributary","ReachName","ReachID","Crew","Survey","Fishing","Visibility","Weather","Comments","Date","Season","Year","CohoIndividuals","SteelheadIndividuals","ChinookIndividuals","SalmonidSpIndividuals","CohoRedds","SteelheadRedds","ChinookRedds","SalmonidSpRedds"
"788","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","BA CO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-03,"2016-2017",2016,0,0,0,0,0,0,0,0
"789","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","LE AB","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"790","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","WB BA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"791","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","WB BA","SS",1,2,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"792","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","CO BA","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"793","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","ZR JRR","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"794","GRAY CREEK","GRA 3","-9999","ZR JRR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"795","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","MT AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"796","HULBERT CREEK","HUL 1","RR-HUL-000.00:002.83","WB RA","SS",1,99,"CLEAR SUNNY","NO FISH",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,1
"797","MISSION CREEK","HUL 1","RR-MIS-000.00:000.38","WB RA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"798","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","CO BA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-03,"2016-2017",2016,0,0,0,0,0,0,0,0
"799","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","WB JRR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"800","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","RA CO","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"801","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","AMJ CO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-10,"2016-2017",2016,0,0,0,0,0,0,0,0
"802","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","AMJ CO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-10,"2016-2017",2016,0,0,0,0,0,0,0,0
"803","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","AI JRR","SS",1,99,"CLEAR SUNNY",NA,2016-11-10,"2016-2017",2016,0,0,2,0,0,0,1,0
"804","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","ZR JRR","SS",1,99,"OVERCAST","NO FISH NO REDDS :  Fish (salmonid sp.) skin found",2016-11-14,"2016-2017",2016,0,0,0,0,0,0,0,0
"805","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","KS CO","SS",1,99,"CLEAR SUNNY",NA,2016-11-14,"2016-2017",2016,0,0,0,0,0,0,0,0
"806","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","RA MT","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-14,"2016-2017",2016,0,0,0,0,0,0,0,0
"807","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","MT RA","SS",1,99,"OVERCAST","NO FISH NO REDDS. Start time at vehicle, end time at reach end.",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"808","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","MT RA","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"809","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","LE RA","SS",1,1.2,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-16,"2016-2017",2016,0,0,0,0,0,0,0,0
"810","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","KS AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-16,"2016-2017",2016,0,0,0,0,0,0,0,0
"811","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","RA LE","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS  About a quarter of the way upstream creek became disconnected as the water went sub-surface.",2016-11-16,"2016-2017",2016,0,0,0,0,0,0,0,0
"812","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","LE BA","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"813","KIDD CREEK","KID 1","RR-KID-000.00:001.67","AI RA","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"814","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","AI SB","SS",1,99,"CLEAR SUNNY",NA,2016-11-23,"2016-2017",2016,0,0,3,0,0,0,1,1
"815","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","AMJ JRR","SS",1,1,"PARTLY CLOUDY","ALLEGRO FAIL",2016-11-23,"2016-2017",2016,0,0,18,0,0,0,5,1
"816","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","AI SB","SS",1,99,"CLEAR SUNNY",NA,2016-11-23,"2016-2017",2016,0,0,8,0,0,0,3,0
"817","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","GH MO","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-25,"2016-2017",2016,0,0,0,0,0,0,0,0
"818","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","ZR LE","SS",1,1.5,"OVERCAST","no fish no redds",2016-11-25,"2016-2017",2016,0,0,0,0,0,0,0,0
"819","REDWOOD CREEK","RED 2","RR-RED-001.66:004.58","GH MO","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-25,"2016-2017",2016,0,0,0,0,0,0,0,0
"820","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","AB MT","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-25,"2016-2017",2016,0,0,0,0,0,0,0,0
"821","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","WB RA","SS",1,0.4,"OVERCAST","NO FISH NO REDDS, poor vis throughout reach",2016-11-26,"2016-2017",2016,0,0,0,0,0,0,0,0
"822","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","BA MT","SS",1,1.5,"PARTLY CLOUDY","NO FISH NO REDDS CFS- 300, IF ABOVE 350 MIGHT BE UNSURVEYABLE- NEED TALL PEOPLE",2016-11-28,"2016-2017",2016,0,0,0,0,0,0,0,0
"823","MARK WEST CREEK","MAR 13","RR-MAR-037.32:040.18","AMJ KS","SS",1,0.8,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"824","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","CO JRR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"825","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","BA MT","SS",1,1,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"826","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","ZR BA","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"827","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","WB KS","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"828","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","RA MT","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"829","GRAY CREEK","GRA 3","-9999","KS WB","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"830","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","AI CO","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"831","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","NB LE","SS",1,99,"CLEAR SUNNY","ONE REDD 2 SUSPICIOUS SPOTS",2016-12-01,"2016-2017",2016,0,0,0,0,0,0,0,1
"832","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","KS JRR","SS",1,1.2,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"833","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","MT AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"834","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","AI MT","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"835","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","CO MT","SS",1,99,"CLEAR SUNNY",NA,2016-12-02,"2016-2017",2016,0,0,3,0,0,1,1,2
"836","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","AB MT","SS",1,99,"OVERCAST","80+ cyprinids @BOTTOM OF WATERFALL POOL, NO FISH NO REDDS",2016-11-25,"2016-2017",2016,0,0,0,0,0,0,0,0
"837","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","JRR KS","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-28,"2016-2017",2016,0,0,0,0,0,0,0,0
"838","SHEEPHOUSE CREEK","SHE 1","RR-SHE-000.00:003.55","CO AMJ","SS",1,0.7,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-28,"2016-2017",2016,0,0,0,0,0,0,0,0
"839","CRANE CREEK","CRA 1","RR-CRA-000.00:002.98","KS JRR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-28,"2016-2017",2016,0,0,0,0,0,0,0,0
"840","KIDD CREEK","KID 1","RR-KID-000.00:001.67","MT BA","SS",1,2,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-28,"2016-2017",2016,0,0,0,0,0,0,0,0
"841","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","WB JR","SS",1,1,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"842","MARK WEST CREEK","MAR 14","RR-MAR-040.18:042.85","KS AMJ","SS",1,0.8,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"843","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","LE JRR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"844","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","RA MT","SS",1,99,"CLEAR SUNNY","NO FISH TEST REDD",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"845","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","WB BA","SS",1,99,"CLEAR SUNNY",NA,2016-12-01,"2016-2017",2016,0,0,0,1,1,0,0,0
"846","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","CO RA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"847","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","AB LE","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"848","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","ZR BA","SS",1,99,"PARTLY CLOUDY",NA,2016-12-02,"2016-2017",2016,0,0,31,0,0,0,11,2
"849","PORTER CREEK","POR 1","RR-POR-000.00:002.43","WB ZR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-05,"2016-2017",2016,0,0,0,0,0,0,0,0
"850","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","KS JRR","SS",1,99,"PARTLY CLOUDY","Posible corridor block/barrier halfway up schoolhouse. Down tree has flow 90% blocked. ",2016-12-05,"2016-2017",2016,0,0,0,0,0,0,0,0
"851","HULBERT CREEK","HUL 1","RR-HUL-000.00:002.83","ZR WB","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-05,"2016-2017",2016,0,0,0,0,0,0,0,0
"852","MISSION CREEK","HUL 1","RR-MIS-000.00:000.38","ZR WB","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-05,"2016-2017",2016,0,0,0,0,0,0,0,0
"853","CRANE CREEK","CRA 1","RR-CRA-000.00:002.98","AB NB","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-12-06,"2016-2017",2016,0,0,0,0,0,0,0,0
"854","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","RA WB","SS",1,99,"OVERCAST","NO FISH NO REDDS, Cluster of eggs found in high gradient section. No other signs of carcass.",2016-12-07,"2016-2017",2016,0,0,0,0,1,0,0,0
"855","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","AI JRR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"856","GRAY CREEK","GRA 3","-9999","AI JRR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"857","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","CO CM","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"858","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","AB BA","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"859","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","CO AB","SS",1,99,"CLEAR SUNNY",NA,2016-11-04,"2016-2017",2016,0,0,0,0,0,0,0,0
"860","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","ZR LE","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-04,"2016-2017",2016,0,0,0,0,0,0,0,0
"861","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","BA AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-04,"2016-2017",2016,0,0,0,0,0,0,0,0
"862","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","WB JRR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"863","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","RA AM","SS",1,99,"CLEAR SUNNY"," NO FISH NO REDDSS Very dry about 150m upstream of the mouth. Took picture where it went subsurface. Did see some salmon eggs on the bank just a few scattered…",2016-11-10,"2016-2017",2016,0,0,0,0,0,0,0,0
"864","KIDD CREEK","KID 1","RR-KID-000.00:001.67","BA JRR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-12,"2016-2017",2016,0,0,0,0,0,0,0,0
"865","PORTER CREEK","POR 1","RR-POR-000.00:002.43","AMJ AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS.  DISCONNECTED LOWER 100 METERS AT DRY CREEK CONFLUENCE.",2016-11-12,"2016-2017",2016,0,0,0,0,0,0,0,0
"866","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","CO KS","SS",1,99,"CLEAR SUNNY",NA,2016-11-14,"2016-2017",2016,0,0,0,0,0,0,0,0
"867","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","LE WB","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-14,"2016-2017",2016,0,0,0,0,0,0,0,0
"868","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","AI BA","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"869","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","KS LE","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"870","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","KS AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-16,"2016-2017",2016,0,0,0,0,0,0,0,0
"871","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","MT BA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-16,"2016-2017",2016,0,0,0,0,0,0,0,0
"872","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","CO KS","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-17,"2016-2017",2016,0,0,0,0,0,0,0,0
"873","KIDD CREEK","KID 1","RR-KID-000.00:001.67","KS CO","SS",1,99,"CLEAR SUNNY","NOT CONNECTED AT MOUTH",2016-11-17,"2016-2017",2016,0,0,0,0,0,0,0,0
"874","MARK WEST CREEK","MAR 10","RR-MAR-027.19:030.60","LE MT","SS",1,1.1,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-18,"2016-2017",2016,0,0,0,0,0,0,0,0
"875","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","AI BA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-18,"2016-2017",2016,0,0,0,0,0,0,0,0
"876","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","RA JP","SS",1,0.7,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"877","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","AB NB","SS",1,1.2,"CLEAR SUNNY","START TIME AT OFFICE",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"878","GRAY CREEK","GRA 3","-9999","ZR KS","SS",1,1.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"879","HULBERT CREEK","HUL 1","RR-HUL-000.00:002.83","RA AI","SS",1,99,"CLEAR SUNNY","NO FISH",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"880","PORTER CREEK","POR 1","RR-POR-000.00:002.43","JRR CO","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"881","MISSION CREEK","HUL 1","RR-MIS-000.00:000.38","RA AI","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"882","SHEEPHOUSE CREEK","SHE 1","RR-SHE-000.00:003.55","ZR AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-17,"2016-2017",2016,0,0,0,0,0,0,0,0
"883","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","AMJ MT","SS",1,1.5,"OVERCAST","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"884","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","ZR AM","SS",1,99,"OVERCAST","FORGOT END TIME/ NO FISH NO REDDS",2016-11-26,"2016-2017",2016,0,0,0,0,0,0,0,0
"885","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","RA LE","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-28,"2016-2017",2016,0,0,0,0,0,0,0,0
"886","AUSTIN CREEK","AUS 4","RR-AUS-007.34:009.86","RA LE","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-28,"2016-2017",2016,0,0,0,0,0,0,0,0
"887","FREEZEOUT CREEK","FRE 1","RR-FRE-000.00:001.38","AMJ CO","SS",1,0.5,"PARTLY CLOUDY","NO FISH NO REDDS, SAW 2 RIVER OTTERS",2016-11-28,"2016-2017",2016,0,0,0,0,0,0,0,0
"888","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","CO JRR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"889","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","JRR CO","SS",1,2,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"890","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","ZR BA","SS",1,99,"PARTLY CLOUDY",NA,2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,1
"891","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","AI MT","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"892","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","NB LE","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"893","PECHACO CREEK","PEC 1","RR-PEC-000.00:002.35","AB LE","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"894","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","AI CO","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-05,"2016-2017",2016,0,0,0,0,0,0,0,0
"895","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","JRR KS","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-12-05,"2016-2017",2016,0,0,0,0,0,0,0,0
"896","KIDD CREEK","KID 1","RR-KID-000.00:001.67","AM AMJ","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-06,"2016-2017",2016,0,0,0,0,0,0,0,0
"897","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","AMJ ZR","SS",1,99,"OVERCAST","NO FISH",2016-12-07,"2016-2017",2016,0,0,0,0,0,1,0,1
"898","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","WB RA","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"899","REDWOOD CREEK","RED 2","RR-RED-001.66:004.58","AI CO","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-05,"2016-2017",2016,0,0,0,0,0,0,0,0
"900","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","LE MT","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-05,"2016-2017",2016,0,0,0,0,0,0,0,0
"901","PORTER CREEK","POR 3","RR-POR-004.65:006.83","MT LE","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-05,"2016-2017",2016,0,0,0,0,0,0,0,0
"902","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","CO RA","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-12-06,"2016-2017",2016,0,0,0,0,0,0,0,0
"903","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","ZR KS","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-12-06,"2016-2017",2016,0,0,0,0,0,0,0,0
"904","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","CO CM","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-12-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"905","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","AB BA","SS",1,99,"OVERCAST",NA,2016-12-07,"2016-2017",2016,0,0,0,0,1,0,0,1
"906","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","RA WB","SS",1,99,"OVERCAST",NA,2016-12-07,"2016-2017",2016,1,0,0,0,1,0,0,1
"907","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","AMJ ZR","SS",1,99,"OVERCAST","NO FISH",2016-12-07,"2016-2017",2016,0,0,0,0,1,0,0,0
"908","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","CO CM","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-12-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"909","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","WB TS","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"910","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","RA LE","SS",1,0.8,"PARTLY CLOUDY",NA,2016-11-23,"2016-2017",2016,0,0,20,0,0,0,9,0
"911","MARK WEST CREEK","MAR 10","RR-MAR-027.19:030.60","LE RA","SS",1,0.8,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"912","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","BA MT","SS",1,1,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"913","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","ZR NB","SS",1,0.9,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-29,"2016-2017",2016,0,0,0,0,0,0,0,0
"914","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","CO AI","SS",1,99,"OVERCAST",NA,2016-11-30,"2016-2017",2016,3,0,0,0,2,0,0,1
"915","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","LE JRR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"916","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","MT RA","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"917","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","JRR LE","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-30,"2016-2017",2016,0,0,0,0,0,0,0,0
"918","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","CO RA","SS",1,2.5,"CLEAR SUNNY",NA,2016-12-01,"2016-2017",2016,0,0,0,0,0,1,0,0
"919","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","WB BA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-12-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"920","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","WB RA","SS",1,99,"CLEAR SUNNY",NA,2016-12-02,"2016-2017",2016,0,0,20,0,0,0,6,3
